player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id
111442,Jordan,Thompson,R,19940420,AUS,183,Q16219277
111444,Karim,Hossam,R,19940408,EGY,,Q18044118
111456,Mackenzie,Mcdonald,R,19950416,USA,178,Q14657983
111459,Arjun,Kadhe,R,19940107,IND,185,Q47011392
111460,Quentin,Halys,R,19961026,FRA,191,Q18001228
111493,Yannick,Thivant,U,19870122,FRA,,
111505,Enzo,Couacaud,R,19950301,FRA,183,Q15618609
111511,Noah,Rubin,R,19960221,USA,175,Q17581428
111512,Johan Sebastien,Tatlot,U,19960326,FRA,,Q20089937
111513,Laslo,Djere,R,19950602,SRB,188,Q18098061
111515,Thai Son,Kwiatkowski,R,19950213,USA,188,Q30088058
111570,Ronnie,Schneider,U,19940927,USA,,Q15881461
111574,Jc,Aragone,R,19950628,USA,178,Q37996686
111575,Karen,Khachanov,R,19960521,RUS,198,Q16568576
111576,Sumit,Nagal,R,19970816,IND,178,Q20665358
111578,Stefan,Kozlov,R,19980201,USA,183,Q17364378
111581,Michael,Mmoh,R,19980110,USA,188,Q17612636
111582,Jared,Hiltzik,U,19940708,USA,,
111583,Martin,Redlicki,U,19950824,USA,,Q15494112
111584,Jeroen,Vanneste,R,19940117,BEL,,Q106241619
111586,Deiton,Baughman,U,19960423,USA,,Q18580148
111752,Raleigh,Smith,U,19911015,USA,,
111775,Evan,Hoyt,R,19950116,GBR,,Q58175969
111782,Andrew,Bettles,R,19930118,GBR,,
111790,Brayden,Schnur,R,19950704,CAN,193,Q17478269
111792,Young Seok,Kim,L,19950512,KOR,,
111794,Kamil,Majchrzak,R,19960113,POL,180,Q14840592
111795,Filippo,Baldi,R,19960110,ITA,183,Q5448696
111797,Nicolas,Jarry,R,19951011,CHI,201,Q16466282
111800,Weiqiang,Zheng,U,19960622,CHN,,
111815,Cameron,Norrie,L,19950823,GBR,188,Q23668736
112293,Jimmy,Moore,U,19380520,AUS,,
117353,Duck Hee,Lee,R,19980529,KOR,175,Q18637624
117354,Hannes,Wagner,R,19951025,GER,,
117356,Cem,Ilkel,R,19950821,TUR,185,Q19560809
117360,Marc,Polmans,R,19970502,AUS,188,Q19059583
117362,Paul,Woerner,R,19960823,GER,,
117888,Cristian Florentin,Voinea,U,19801112,ROU,,
119608,Ashkan,Dabiri,U,19821201,IRI,,
119628,Jens,Janssen,U,19831217,GER,,
119755,Mohammed,Affes,R,19840101,TUN,,
120176,Sandeep,Choudhary,U,19821219,IND,,
120424,Yannick,Maden,R,19891028,GER,185,Q27663343
120673,Luka,Zaninovic,R,19870620,CRO,,
120775,Sadio,Doumbia,R,19900912,FRA,183,Q26922387
121148,Zeyad,Montasser,R,19900212,EGY,,
121150,Ramy,Kamal Aita,U,19910915,EGY,,
121395,Connor,Smith,U,19901219,USA,,
121497,Mircea Alexandru,Jecan,L,19880602,ROU,180,
121531,Mats,Moraing,L,19920620,GER,198,Q47472512
121699,Zhao,Cai,R,19940705,CHN,,
121777,Nils,Brinkman,R,19920625,GER,,
121848,Alexandre,Massa,U,19930102,FRA,,Q18594459
121851,Marshall,Tutu,U,19920313,GBR,,
121863,Antoine,Richard,U,19940219,CAN,,
121896,Gabor,Borsos,R,19910630,HUN,193,Q27068748
121898,Denis,Kapric,R,19940824,GER,,
121920,Timur,Khabibulin,R,19950802,KAZ,,Q27917095
122058,Fabrizio,Ornago,U,19920424,ITA,,Q106306825
122078,Dmitry,Popko,R,19961024,KAZ,191,Q23678986
122109,Sanjar,Fayziev,R,19940729,UZB,188,Q16941742
122164,Chung Hyo,Woo,U,19931111,KOR,,
122171,Alexander,Mannapov,R,19950421,GER,,
122236,Roman,Hassanov,R,19960907,KAZ,,Q47636640
122240,Justin S,Shane,U,19920306,USA,,
122241,Winston,Lin,U,19930425,USA,,
122248,Peter,Kobelt,U,19901117,USA,,Q17612882
122272,Kirill,Komarov,R,19911231,RUS,,
122295,Anton,Pavlov,L,19950804,EST,,
122298,Botic,Van De Zandschulp,R,19951004,NED,191,Q28038578
122311,Darko,Jandric,R,19940902,SRB,,
122330,Alexander,Bublik,R,19970617,KAZ,196,Q23678983
122349,Alexandru,Danes,R,19931106,FRA,,
122351,Johannes,Haerteis,L,19960222,GER,196,Q19506706
122352,Christoph,Negritu,R,19940321,GER,193,
122353,Christian,Hirschmueller,R,19930311,GER,,
122372,Alexander,Jhun,U,19950508,GBR,,
122445,Gokberk,Ergeneman,U,19950901,TUR,,Q100582528
122472,Fariduni,Bakhodur,U,19930716,TJK,,
122484,Moritz,Dettinger,U,19910124,GER,,
122510,Kuatbek,Abiyev,U,19950104,KAZ,,
122520,Paul,Cayre,R,19950426,FRA,173,
122535,Mateo,Faber,L,19940407,CRO,,
122548,Edan,Leshem,R,19970319,ISR,183,Q19668502
122570,Mubarak Shannan,Zayid,R,19950414,QAT,,Q24505177
122584,Stefan,Merunka,R,19941004,BIH,,
122638,Christopher,Heyman,L,19931008,BEL,188,Q106307077
122669,Juan Pablo,Varillas,R,19951006,PER,185,Q23039577
123734,Bolat,Mamyr,U,19970508,KAZ,,
123755,Daniel Elahi,Galan,R,19960618,COL,191,Q20740881
123768,Collin,Altamirano,R,19951207,USA,188,Q14653878
123796,Berk,Iliescu,U,19970128,TUR,,
123807,Marek,Jaloviec,L,19940121,CZE,,
123809,Ivan,Gakhov,L,19961104,RUS,191,Q55183492
123819,Goncalo,Oliveira,L,19950217,VEN,185,Q52670244
123827,Samuel,Bensoussan,U,19911118,FRA,,
123828,Jan,Choinski,R,19960610,GBR,196,Q24328305
123835,Leon,Schutt,U,19931111,GER,,
123840,Johnny,Wang,R,19930414,USA,,
123853,Imran,Aswat,R,19950527,GBR,,
123855,Daniele,Capecchi,R,19951011,ITA,180,
123858,Antonio,Massara,R,19950916,ITA,178,
123869,Petar,Conkic,U,19960517,SRB,,
123893,Lukas,Ruepke,U,19930706,GER,,
123896,Matija,Pecotic,L,19890703,CRO,185,Q106206782
123899,Chinmay,Pradhan,R,19911207,IND,,
123920,Gregoire,Jacq,L,19921109,FRA,180,Q30055842
123921,Calvin,Hemery,R,19950128,FRA,191,Q20740948
123924,Thomas,Grinberg,R,19940627,FRA,,
123929,Luca,Gelhardt,R,19941228,GER,191,
123983,Nerman,Fatic,R,19941024,BIH,191,Q16728930
123984,Besir,Durguti,U,19930819,MKD,,
124014,Ernesto,Escobedo,R,19960704,MEX,185,Q17626628
124025,Amirvala,Madanchi,R,19940717,IRI,,Q28840122
124067,Vullnet,Tashi,R,19930110,SUI,,
124078,David,Porter,U,19930618,GBR,,
124079,Pedro,Martinez,R,19970426,ESP,185,Q52063672
124089,Theo,Fournerie,R,19970306,FRA,,
124098,Mehdi,Abid,R,19950502,TUN,,
124116,Sebastian,Ofner,R,19960512,AUT,191,Q31171456
124125,Fabian,Van Der Lans,U,19951029,NED,,
124154,Sasi Kumar,Mukund,R,19970114,IND,185,Q84358193
124185,Johann,Willems,L,19950112,GER,,
124186,Alexandre,Muller,R,19970201,FRA,183,Q29960092
124187,Reilly,Opelka,R,19970828,USA,211,Q20655502
124487,Ernesto,Vazquez Barreira,R,19531105,ESP,,
125659,Ahmed,Hassan,U,19490310,EGY,,
125790,Dominic,Cotrone,U,19930804,USA,,
125796,Remi,Boutillier,U,19900115,FRA,,Q20630605
125797,Arthur,Surreaux,R,19870211,FRA,,
125802,Ilya,Ivashka,R,19940224,BLR,193,Q23039320
125821,Miguel,Semmler,R,19970502,ESP,,
125825,Matias,Zukas,R,19960504,ARG,183,
125838,Mikhail,Korovin,R,19960226,RUS,,
125842,Adam,Moundir,R,19950426,MAR,191,Q62808065
125845,Tommy,Mylnikov,R,19951108,CAN,,
125847,Jelle,Sels,R,19950810,NED,188,Q106206134
125848,Niels,Lootsma,R,19940815,NED,193,Q28777414
125854,Jaume,Pla Malfeito,R,19950603,ESP,,
125855,Michael,Grant Gd13,U,19920213,USA,,
126091,Omar,Salman,R,19960422,BEL,,Q23678984
126092,Dennis,Uspensky,U,19961022,USA,,
126094,Andrey,Rublev,R,19971020,RUS,188,Q17373391
126106,Ryan,Peniston,L,19951110,GBR,180,Q100906747
126119,Goran,Markovic,R,19950917,SRB,,
126120,Nino,Serdarusic,R,19961213,CRO,191,Q18127899
126125,Maxime,Janvier,R,19961018,FRA,196,Q27329995
126127,Benjamin,Bonzi,R,19960609,FRA,183,Q18125349
126128,Roman,Safiullin,R,19970807,RUS,185,Q18637944
126149,Gianluca,Mager,R,19941201,ITA,188,Q29918444
126151,Pavel,Nejedly,R,19930213,CZE,178,
126152,Ryan,Shane,R,19940415,USA,193,Q20745305
126156,Antoine,Hoang,R,19951104,FRA,183,Q49562573
126158,Piotr,Lomacki,U,19951128,POL,,
126168,Panu,Virtanen,U,19960217,FIN,,
126170,Timur,Kiyamov,R,19961030,RUS,183,
126171,Maxim,Ratniuk,U,19960428,UKR,,
126174,Youssef,Hossam,R,19980603,EGY,178,Q23039271
126177,Strong,Kirchheimer,R,19950426,USA,185,
126185,Evgenii,Tiurnev,R,19970408,RUS,191,Q40214925
126193,Mark,Whitehouse,R,19930501,GBR,188,
126196,Robin,Almeida,U,19940604,FRA,,
126203,Taylor,Fritz,R,19971028,USA,196,Q17660516
126204,Gerardo,Lopez Villasenor,R,19950512,MEX,191,Q25915746
126205,Tommy,Paul,R,19970517,USA,185,Q20050871
126206,Alex,Rybakov,L,19970127,USA,185,Q23678985
126207,Frances,Tiafoe,R,19980120,USA,188,Q17305299
126208,Yusuke,Takahashi,R,19971017,JPN,170,Q41485593
126213,Vincent,Suillerot,L,19940521,FRA,,
126214,Alejandro,Tabilo,L,19970602,CHI,188,Q65159701
126237,Gian Marco,Moroni,R,19980213,ITA,185,Q59330301
126238,Igor,Sobolta,L,19890406,UKR,,
126263,Sanetulla,Kutybaev,U,19971204,UZB,,
126273,Jordi,Arconada,R,19960906,ARG,,
126276,Thomas,Brechemier,U,19960628,FRA,,
126282,Ferdun,Shevkedov,U,19940528,BUL,,
126340,Viktor,Durasovic,R,19970319,NOR,185,Q21005698
126409,Hugo,Grenier,R,19960323,FRA,196,Q104682253
126442,Simone,Roncalli,R,19960508,ITA,,
126445,Morgan,Bourbon,U,19930329,FRA,,
126465,Andre,Biro,R,19960229,HUN,,
126493,Nikolas,Walterscheid Tukic,R,19961127,GER,,
126504,Andrea,Pellegrino,R,19970323,ITA,185,Q55363920
126512,Fabien,Reboul,R,19950909,FRA,185,Q67516404
126523,Bernabe,Zapata Miralles,R,19970112,ESP,183,Q53871081
126527,Bruce,Strachan,U,19940127,GBR,,
126535,Carlos,Taberner,R,19970808,ESP,183,Q23678987
126602,Santiago,Plaza,U,19980316,ESP,,
126609,Patrik,Niklas Salminen,L,19970305,FIN,188,Q20647331
126610,Matteo,Berrettini,R,19960412,ITA,196,Q29918446
